price,date,postcode,property_type,old_new,duration,district,county
280000,2025-06-17 00:00,M12 5TN,S,N,F,MANCHESTER,GREATER MANCHESTER
350000,2025-06-20 00:00,M41 0UQ,S,N,L,TRAFFORD,GREATER MANCHESTER
262000,2025-07-04 00:00,M27 5WD,S,N,F,SALFORD,GREATER MANCHESTER
251000,2025-03-28 00:00,BL4 0HU,S,N,L,BOLTON,GREATER MANCHESTER
118000,2025-01-31 00:00,OL12 9BZ,T,N,L,ROCHDALE,GREATER MANCHESTER
242500,2025-03-13 00:00,BL3 1PG,S,N,L,BOLTON,GREATER MANCHESTER
272500,2025-07-04 00:00,M19 3AL,T,N,F,MANCHESTER,GREATER MANCHESTER
365000,2025-07-31 00:00,M19 2JE,S,N,F,MANCHESTER,GREATER MANCHESTER
290000,2025-06-27 00:00,M24 1PA,T,N,L,ROCHDALE,GREATER MANCHESTER
177500,2025-02-21 00:00,M35 0LA,T,N,L,OLDHAM,GREATER MANCHESTER
220000,2025-02-28 00:00,M27 9RY,T,N,L,SALFORD,GREATER MANCHESTER
341750,2025-06-19 00:00,M20 6EW,T,N,F,MANCHESTER,GREATER MANCHESTER
166000,2025-07-03 00:00,BL9 6RN,T,N,L,BURY,GREATER MANCHESTER
220000,2025-07-07 00:00,M30 8WD,S,N,L,SALFORD,GREATER MANCHESTER
315000,2025-05-28 00:00,M23 9WH,S,N,F,MANCHESTER,GREATER MANCHESTER
190000,2025-07-17 00:00,M27 9UR,T,N,L,SALFORD,GREATER MANCHESTER
170000,2025-05-12 00:00,BL3 4HN,S,N,L,BOLTON,GREATER MANCHESTER
400000,2025-07-09 00:00,M16 8DL,S,N,F,MANCHESTER,GREATER MANCHESTER
202000,2025-06-27 00:00,BL4 7EQ,T,N,F,BOLTON,GREATER MANCHESTER
280000,2025-01-10 00:00,M13 0XS,S,N,F,MANCHESTER,GREATER MANCHESTER
172000,2025-01-10 00:00,WN6 7LN,T,N,L,WIGAN,GREATER MANCHESTER
155000,2025-01-03 00:00,OL1 4HY,T,N,L,OLDHAM,GREATER MANCHESTER
407500,2025-01-17 00:00,SK8 3NU,D,N,F,STOCKPORT,GREATER MANCHESTER
251000,2025-01-13 00:00,WN3 5JG,S,N,L,WIGAN,GREATER MANCHESTER
110000,2025-01-02 00:00,BL2 2PL,T,N,L,BOLTON,GREATER MANCHESTER
620000,2025-01-06 00:00,M33 6RE,S,N,F,TRAFFORD,GREATER MANCHESTER
975000,2025-01-10 00:00,WA14 2AB,S,N,F,TRAFFORD,GREATER MANCHESTER
170000,2025-01-24 00:00,M46 0LN,T,N,L,WIGAN,GREATER MANCHESTER
155000,2025-01-09 00:00,M34 5FR,F,N,L,TAMESIDE,GREATER MANCHESTER
540000,2025-01-17 00:00,SK7 1BG,S,N,L,STOCKPORT,GREATER MANCHESTER
200000,2025-01-10 00:00,M25 1LA,S,N,F,BURY,GREATER MANCHESTER
195250,2025-01-09 00:00,M43 6FT,T,N,F,TAMESIDE,GREATER MANCHESTER
143000,2025-01-24 00:00,BL2 3BJ,T,N,L,BOLTON,GREATER MANCHESTER
190000,2025-01-17 00:00,M5 4SS,F,N,L,SALFORD,GREATER MANCHESTER
252000,2025-01-09 00:00,SK16 4EN,S,N,F,TAMESIDE,GREATER MANCHESTER
207500,2025-01-10 00:00,SK14 5QT,T,N,F,TAMESIDE,GREATER MANCHESTER
155000,2025-01-10 00:00,WN6 8AR,S,N,L,WIGAN,GREATER MANCHESTER
235000,2025-01-10 00:00,SK5 7QH,S,N,F,STOCKPORT,GREATER MANCHESTER
255000,2025-01-16 00:00,M30 8EJ,S,N,L,SALFORD,GREATER MANCHESTER
420000,2025-01-07 00:00,WN6 8GB,D,N,F,WIGAN,GREATER MANCHESTER
265000,2025-01-10 00:00,M11 3NE,S,N,L,MANCHESTER,GREATER MANCHESTER
260000,2025-01-10 00:00,M20 2EN,F,N,L,MANCHESTER,GREATER MANCHESTER
325000,2025-01-10 00:00,M6 8WR,S,N,L,SALFORD,GREATER MANCHESTER
135000,2025-01-06 00:00,SK14 4FX,F,N,L,TAMESIDE,GREATER MANCHESTER
255000,2025-01-10 00:00,M4 5AN,F,N,L,MANCHESTER,GREATER MANCHESTER
230000,2025-01-15 00:00,SK3 0SL,S,N,F,STOCKPORT,GREATER MANCHESTER
250000,2025-01-08 00:00,OL16 2NA,S,N,F,ROCHDALE,GREATER MANCHESTER
465000,2025-01-10 00:00,SK2 7BF,D,N,L,STOCKPORT,GREATER MANCHESTER
165500,2025-01-17 00:00,M46 9ND,T,N,L,WIGAN,GREATER MANCHESTER
172000,2025-01-17 00:00,M33 6PS,F,N,L,TRAFFORD,GREATER MANCHESTER
240000,2025-01-07 00:00,OL9 0PW,S,N,L,OLDHAM,GREATER MANCHESTER
545000,2025-02-21 00:00,M21 8XR,S,N,F,MANCHESTER,GREATER MANCHESTER
150000,2025-02-19 00:00,BL6 4EF,T,N,L,BOLTON,GREATER MANCHESTER
130000,2025-01-07 00:00,OL11 5AD,T,N,L,ROCHDALE,GREATER MANCHESTER
210000,2025-01-31 00:00,WN4 9ES,S,N,L,WIGAN,GREATER MANCHESTER
205000,2025-02-07 00:00,M9 7AJ,T,N,F,MANCHESTER,GREATER MANCHESTER
265000,2025-01-24 00:00,BL3 1EL,F,N,L,BOLTON,GREATER MANCHESTER
104000,2025-01-15 00:00,BL9 7LQ,T,N,L,BURY,GREATER MANCHESTER
167500,2025-01-28 00:00,M34 7PZ,T,N,F,TAMESIDE,GREATER MANCHESTER
147000,2025-01-31 00:00,OL6 6PN,T,N,F,TAMESIDE,GREATER MANCHESTER
242000,2025-02-05 00:00,M43 6HW,S,N,L,TAMESIDE,GREATER MANCHESTER
185000,2025-01-30 00:00,OL11 4DQ,T,N,L,ROCHDALE,GREATER MANCHESTER
250000,2025-01-24 00:00,BL4 0LA,S,N,L,BOLTON,GREATER MANCHESTER
370000,2025-02-07 00:00,OL2 5SW,S,N,L,OLDHAM,GREATER MANCHESTER
210000,2025-02-14 00:00,M45 6DF,T,N,L,BURY,GREATER MANCHESTER
243000,2025-02-07 00:00,M22 4EY,T,N,L,MANCHESTER,GREATER MANCHESTER
215000,2025-01-30 00:00,OL11 5AA,T,N,F,ROCHDALE,GREATER MANCHESTER
160000,2025-02-07 00:00,WN4 8SB,S,N,F,WIGAN,GREATER MANCHESTER
130000,2025-01-15 00:00,OL11 2QD,T,N,L,ROCHDALE,GREATER MANCHESTER
228000,2025-01-24 00:00,BL6 4HB,T,N,L,BOLTON,GREATER MANCHESTER
80000,2025-01-30 00:00,OL8 1BP,T,N,L,OLDHAM,GREATER MANCHESTER
185000,2025-02-06 00:00,BL1 5LT,S,N,L,BOLTON,GREATER MANCHESTER
135000,2025-01-27 00:00,BL3 5RB,T,N,L,BOLTON,GREATER MANCHESTER
150000,2025-01-31 00:00,OL11 1PD,T,N,L,ROCHDALE,GREATER MANCHESTER
284000,2025-02-21 00:00,M41 7FX,S,N,F,TRAFFORD,GREATER MANCHESTER
320000,2025-02-07 00:00,M32 0AY,T,N,L,TRAFFORD,GREATER MANCHESTER
195000,2025-01-24 00:00,OL2 6LR,T,N,L,OLDHAM,GREATER MANCHESTER
400000,2025-02-03 00:00,M41 5AX,T,N,F,TRAFFORD,GREATER MANCHESTER
210000,2025-01-17 00:00,M9 4EF,T,N,F,MANCHESTER,GREATER MANCHESTER
270000,2025-01-16 00:00,M19 3LX,T,N,F,MANCHESTER,GREATER MANCHESTER
185000,2025-01-24 00:00,OL6 6PY,S,N,L,TAMESIDE,GREATER MANCHESTER
230000,2025-02-14 00:00,BL9 8DA,S,N,L,BURY,GREATER MANCHESTER
350000,2025-01-29 00:00,M19 1AE,S,N,F,MANCHESTER,GREATER MANCHESTER
216000,2025-01-29 00:00,M34 3QW,S,N,L,TAMESIDE,GREATER MANCHESTER
190000,2025-02-12 00:00,BL5 1BN,S,N,L,BOLTON,GREATER MANCHESTER
179950,2025-01-13 00:00,M21 0SS,S,N,F,MANCHESTER,GREATER MANCHESTER
165000,2025-01-17 00:00,M26 2UT,S,N,L,BURY,GREATER MANCHESTER
325000,2025-02-12 00:00,BL4 0LU,S,N,L,BOLTON,GREATER MANCHESTER
230000,2025-02-21 00:00,BL1 5LE,S,N,L,BOLTON,GREATER MANCHESTER
195000,2025-02-10 00:00,M14 4SN,T,N,F,MANCHESTER,GREATER MANCHESTER
315000,2025-01-17 00:00,OL12 7RY,D,N,L,ROCHDALE,GREATER MANCHESTER
200000,2025-01-13 00:00,M35 0EB,S,N,F,OLDHAM,GREATER MANCHESTER
340000,2025-01-31 00:00,M27 0AW,T,N,L,SALFORD,GREATER MANCHESTER
345200,2025-01-31 00:00,OL11 4DA,D,N,L,ROCHDALE,GREATER MANCHESTER
173250,2025-02-06 00:00,BL2 5QQ,S,N,L,BURY,GREATER MANCHESTER
325000,2025-01-17 00:00,M25 3AS,S,N,F,BURY,GREATER MANCHESTER
525000,2025-01-10 00:00,M7 4QP,T,N,F,SALFORD,GREATER MANCHESTER
157000,2025-02-12 00:00,OL7 9LU,T,N,F,TAMESIDE,GREATER MANCHESTER
225000,2025-01-31 00:00,OL1 2PD,S,N,L,OLDHAM,GREATER MANCHESTER
150000,2025-01-27 00:00,M14 7LZ,T,N,F,MANCHESTER,GREATER MANCHESTER
436000,2025-01-31 00:00,BL2 5HP,D,N,L,BOLTON,GREATER MANCHESTER
232000,2025-02-03 00:00,OL8 3RJ,S,N,L,OLDHAM,GREATER MANCHESTER
245000,2025-01-27 00:00,M35 0PH,T,N,F,OLDHAM,GREATER MANCHESTER
130000,2025-01-30 00:00,OL9 8JS,T,N,L,OLDHAM,GREATER MANCHESTER
101000,2025-01-21 00:00,BL4 8QL,T,N,L,BOLTON,GREATER MANCHESTER
303000,2025-01-31 00:00,BL3 1HF,D,N,L,BOLTON,GREATER MANCHESTER
149950,2025-02-07 00:00,OL9 0EP,T,N,L,OLDHAM,GREATER MANCHESTER
370000,2025-02-07 00:00,M34 2PZ,S,N,F,TAMESIDE,GREATER MANCHESTER
335000,2025-02-14 00:00,M27 5GA,S,N,F,SALFORD,GREATER MANCHESTER
215000,2025-01-31 00:00,OL9 0QF,S,N,F,OLDHAM,GREATER MANCHESTER
200000,2025-02-21 00:00,OL11 5LD,D,N,F,ROCHDALE,GREATER MANCHESTER
160000,2025-01-24 00:00,M5 5ES,T,N,F,SALFORD,GREATER MANCHESTER
382500,2025-01-31 00:00,M21 0GZ,S,N,F,MANCHESTER,GREATER MANCHESTER
238000,2025-02-03 00:00,M34 6LQ,S,N,L,TAMESIDE,GREATER MANCHESTER
247500,2025-01-31 00:00,OL9 9QR,S,N,L,OLDHAM,GREATER MANCHESTER
142500,2025-01-24 00:00,M27 6DY,T,N,L,SALFORD,GREATER MANCHESTER
212500,2025-01-31 00:00,M44 6DL,S,N,F,SALFORD,GREATER MANCHESTER
240000,2025-01-24 00:00,WN3 6ET,D,N,F,WIGAN,GREATER MANCHESTER
176000,2025-02-04 00:00,OL7 0NZ,T,N,F,TAMESIDE,GREATER MANCHESTER
220000,2025-02-03 00:00,M26 4FF,S,N,L,BURY,GREATER MANCHESTER
422500,2025-01-09 00:00,M30 9ED,D,N,F,SALFORD,GREATER MANCHESTER
161000,2025-01-30 00:00,OL8 4RQ,T,N,L,OLDHAM,GREATER MANCHESTER
360000,2025-05-30 00:00,BL2 1LA,D,N,F,BOLTON,GREATER MANCHESTER
800000,2025-07-25 00:00,SK8 6JA,D,N,F,STOCKPORT,GREATER MANCHESTER
294750,2025-02-26 00:00,SK7 3NE,F,N,L,STOCKPORT,GREATER MANCHESTER
320000,2025-06-27 00:00,WN4 8XZ,D,N,F,WIGAN,GREATER MANCHESTER
490000,2025-05-30 00:00,BL1 5EA,D,N,L,BOLTON,GREATER MANCHESTER
155000,2025-06-20 00:00,BL6 6NQ,S,N,F,BOLTON,GREATER MANCHESTER
205000,2025-06-19 00:00,BL0 9PX,T,N,L,BURY,GREATER MANCHESTER
265000,2025-07-11 00:00,M41 8PB,S,N,F,TRAFFORD,GREATER MANCHESTER
210000,2025-06-13 00:00,BL8 2BN,T,N,L,BURY,GREATER MANCHESTER
243000,2025-03-12 00:00,SK8 2AQ,T,N,F,STOCKPORT,GREATER MANCHESTER
360000,2025-06-23 00:00,M45 8BL,D,N,F,BURY,GREATER MANCHESTER
260000,2025-06-27 00:00,OL4 3PH,D,N,F,OLDHAM,GREATER MANCHESTER
490000,2025-06-27 00:00,WN7 1HU,D,N,F,WIGAN,GREATER MANCHESTER
205000,2025-06-02 00:00,M22 1TQ,T,N,F,MANCHESTER,GREATER MANCHESTER
337000,2025-07-04 00:00,SK15 2SP,S,N,L,TAMESIDE,GREATER MANCHESTER
200000,2025-06-26 00:00,SK1 3JP,T,N,F,STOCKPORT,GREATER MANCHESTER
452100,2025-02-17 00:00,M33 3ED,S,N,F,TRAFFORD,GREATER MANCHESTER
172000,2025-07-01 00:00,WA3 3UZ,S,N,L,WIGAN,GREATER MANCHESTER
295956,2025-06-26 00:00,SK5 6HE,S,N,L,STOCKPORT,GREATER MANCHESTER
350000,2025-06-12 00:00,WA14 5QU,S,N,F,TRAFFORD,GREATER MANCHESTER
350000,2025-07-18 00:00,M21 8UQ,F,N,L,MANCHESTER,GREATER MANCHESTER
471000,2025-06-19 00:00,SK6 8AL,D,N,L,STOCKPORT,GREATER MANCHESTER
100000,2025-06-20 00:00,OL2 8SW,T,N,L,OLDHAM,GREATER MANCHESTER
255000,2025-06-27 00:00,M29 7SR,S,N,F,WIGAN,GREATER MANCHESTER
101000,2025-07-08 00:00,WN7 2RU,F,N,L,WIGAN,GREATER MANCHESTER
640000,2025-06-25 00:00,M28 1YF,D,N,L,SALFORD,GREATER MANCHESTER
198000,2025-06-06 00:00,WN2 1HU,S,N,F,WIGAN,GREATER MANCHESTER
170000,2025-07-01 00:00,OL6 6TW,T,N,F,TAMESIDE,GREATER MANCHESTER
230000,2025-06-06 00:00,WN5 0JR,D,N,L,WIGAN,GREATER MANCHESTER
190000,2025-07-25 00:00,WN2 3SP,S,N,F,WIGAN,GREATER MANCHESTER
160000,2025-07-01 00:00,M46 0AH,T,N,L,WIGAN,GREATER MANCHESTER
900000,2025-07-16 00:00,WA15 8XR,D,N,F,TRAFFORD,GREATER MANCHESTER
290000,2025-01-09 00:00,BL6 7EF,D,N,F,BOLTON,GREATER MANCHESTER
354000,2025-01-31 00:00,M27 0AW,S,N,L,SALFORD,GREATER MANCHESTER
175000,2025-02-21 00:00,M20 6EA,F,N,L,MANCHESTER,GREATER MANCHESTER
140000,2025-01-21 00:00,M18 8SF,T,N,F,MANCHESTER,GREATER MANCHESTER
244200,2025-02-20 00:00,M30 0WQ,T,N,F,SALFORD,GREATER MANCHESTER
252500,2025-02-18 00:00,OL2 6SR,S,N,L,OLDHAM,GREATER MANCHESTER
324000,2025-02-14 00:00,OL11 5SB,D,N,L,ROCHDALE,GREATER MANCHESTER
175000,2025-01-14 00:00,M40 3GG,T,N,F,MANCHESTER,GREATER MANCHESTER
215000,2025-01-31 00:00,BL2 6TE,S,N,L,BOLTON,GREATER MANCHESTER
130000,2025-01-14 00:00,M27 0FA,S,N,F,SALFORD,GREATER MANCHESTER
320000,2025-01-17 00:00,OL12 7RW,D,N,F,ROCHDALE,GREATER MANCHESTER
531488,2025-01-31 00:00,SK8 4HU,S,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-01-22 00:00,OL9 7SA,T,N,L,OLDHAM,GREATER MANCHESTER
295000,2025-02-10 00:00,M20 2RZ,F,N,L,MANCHESTER,GREATER MANCHESTER
180000,2025-01-24 00:00,M26 1BH,T,N,F,BURY,GREATER MANCHESTER
240000,2025-02-07 00:00,OL11 3BZ,S,N,F,ROCHDALE,GREATER MANCHESTER
200000,2025-02-14 00:00,M8 4LN,S,N,L,MANCHESTER,GREATER MANCHESTER
290000,2025-01-31 00:00,M25 2RN,S,N,F,BURY,GREATER MANCHESTER
320000,2025-01-31 00:00,OL10 4SP,D,N,F,ROCHDALE,GREATER MANCHESTER
248000,2025-01-31 00:00,M30 8LS,S,N,L,SALFORD,GREATER MANCHESTER
248000,2025-01-29 00:00,BL3 1TH,S,N,L,BOLTON,GREATER MANCHESTER
180000,2025-01-31 00:00,M18 8PN,T,N,F,MANCHESTER,GREATER MANCHESTER
280000,2025-02-07 00:00,OL6 6QH,T,N,F,TAMESIDE,GREATER MANCHESTER
525000,2025-01-29 00:00,M21 9EY,T,N,F,MANCHESTER,GREATER MANCHESTER
225000,2025-01-31 00:00,M24 1EQ,S,N,F,ROCHDALE,GREATER MANCHESTER
110000,2025-02-07 00:00,OL12 0JE,T,N,L,ROCHDALE,GREATER MANCHESTER
214000,2025-01-31 00:00,M30 7HQ,T,N,L,SALFORD,GREATER MANCHESTER
460000,2025-01-17 00:00,M22 4BG,D,N,L,MANCHESTER,GREATER MANCHESTER
174000,2025-01-29 00:00,BL2 5QQ,D,N,L,BURY,GREATER MANCHESTER
235000,2025-01-27 00:00,M26 3RQ,S,N,L,BURY,GREATER MANCHESTER
190000,2025-02-14 00:00,OL11 2UL,S,N,L,ROCHDALE,GREATER MANCHESTER
267500,2025-01-24 00:00,M34 2FB,S,N,L,TAMESIDE,GREATER MANCHESTER
403000,2025-02-14 00:00,M20 2NH,T,N,F,MANCHESTER,GREATER MANCHESTER
439250,2025-01-24 00:00,M24 4AB,D,N,F,ROCHDALE,GREATER MANCHESTER
152000,2025-02-14 00:00,WN1 3EY,T,N,F,WIGAN,GREATER MANCHESTER
209500,2025-01-09 00:00,M19 2UA,T,N,F,MANCHESTER,GREATER MANCHESTER
155000,2025-02-07 00:00,OL11 3AR,T,N,L,ROCHDALE,GREATER MANCHESTER
320000,2025-01-30 00:00,M32 9RG,S,N,L,TRAFFORD,GREATER MANCHESTER
245000,2025-01-10 00:00,M24 2BU,T,N,L,ROCHDALE,GREATER MANCHESTER
269950,2025-01-23 00:00,M23 9WH,T,N,F,MANCHESTER,GREATER MANCHESTER
292000,2025-02-07 00:00,OL2 6BL,D,N,L,OLDHAM,GREATER MANCHESTER
480000,2025-01-24 00:00,BL9 9TY,D,N,L,BURY,GREATER MANCHESTER
345000,2025-02-07 00:00,M22 5GG,S,N,L,MANCHESTER,GREATER MANCHESTER
270000,2025-01-24 00:00,M14 7AP,S,N,F,MANCHESTER,GREATER MANCHESTER
220000,2025-02-04 00:00,OL5 9DU,D,N,L,TAMESIDE,GREATER MANCHESTER
225000,2025-02-14 00:00,M9 8EU,D,N,L,MANCHESTER,GREATER MANCHESTER
110000,2025-02-13 00:00,OL11 1TD,T,N,L,ROCHDALE,GREATER MANCHESTER
250000,2025-02-11 00:00,M14 7LD,T,N,F,MANCHESTER,GREATER MANCHESTER
270000,2025-01-30 00:00,M45 8ER,S,N,L,BURY,GREATER MANCHESTER
234500,2025-01-24 00:00,M35 9EE,S,N,F,OLDHAM,GREATER MANCHESTER
52000,2025-02-05 00:00,M24 4QT,F,N,L,BURY,GREATER MANCHESTER
163000,2025-02-13 00:00,BL3 3QX,S,N,L,BOLTON,GREATER MANCHESTER
263000,2025-02-14 00:00,BL3 4RT,D,N,L,BOLTON,GREATER MANCHESTER
250000,2025-02-13 00:00,OL2 8DY,S,N,L,OLDHAM,GREATER MANCHESTER
173000,2025-02-21 00:00,OL8 4NB,T,N,L,OLDHAM,GREATER MANCHESTER
221000,2025-01-31 00:00,OL10 4SP,S,N,F,ROCHDALE,GREATER MANCHESTER
230000,2025-02-14 00:00,M7 3PT,T,N,F,SALFORD,GREATER MANCHESTER
175000,2025-01-31 00:00,M34 5BX,T,N,F,TAMESIDE,GREATER MANCHESTER
245000,2025-01-17 00:00,OL6 8XQ,D,N,F,TAMESIDE,GREATER MANCHESTER
240000,2025-06-27 00:00,SK5 6EP,S,N,F,STOCKPORT,GREATER MANCHESTER
695000,2025-07-21 00:00,SK8 5LA,S,N,F,STOCKPORT,GREATER MANCHESTER
358000,2025-08-20 00:00,SK3 9RH,S,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-02-17 00:00,M26 2TG,T,N,L,BURY,GREATER MANCHESTER
65000,2025-02-07 00:00,BL1 4EL,T,N,L,BOLTON,GREATER MANCHESTER
243000,2025-02-14 00:00,OL8 3JA,T,N,L,OLDHAM,GREATER MANCHESTER
251000,2025-01-31 00:00,BL9 9BS,T,N,L,BURY,GREATER MANCHESTER
209950,2025-02-20 00:00,OL9 0AD,S,N,L,OLDHAM,GREATER MANCHESTER
255000,2025-02-07 00:00,M9 7AJ,T,N,F,MANCHESTER,GREATER MANCHESTER
205000,2025-02-07 00:00,BL4 8PT,S,N,F,BOLTON,GREATER MANCHESTER
175000,2025-01-21 00:00,BL9 7SG,T,N,L,BURY,GREATER MANCHESTER
298000,2025-01-17 00:00,BL9 8NL,D,N,L,BURY,GREATER MANCHESTER
100000,2025-01-21 00:00,OL9 9HA,F,N,L,OLDHAM,GREATER MANCHESTER
270000,2025-02-21 00:00,M19 2QS,T,N,F,MANCHESTER,GREATER MANCHESTER
365000,2025-01-17 00:00,M40 3SZ,S,N,F,MANCHESTER,GREATER MANCHESTER
95000,2025-01-17 00:00,OL11 2HA,T,N,L,ROCHDALE,GREATER MANCHESTER
355000,2025-02-10 00:00,M45 6TD,S,N,F,BURY,GREATER MANCHESTER
350000,2025-02-03 00:00,OL11 4QZ,D,N,L,ROCHDALE,GREATER MANCHESTER
188000,2025-02-05 00:00,M6 5NR,T,N,F,SALFORD,GREATER MANCHESTER
190000,2025-01-24 00:00,BL1 6JA,S,N,L,BOLTON,GREATER MANCHESTER
600000,2025-01-15 00:00,SK4 5AF,D,N,F,STOCKPORT,GREATER MANCHESTER
278789,2025-01-15 00:00,M45 7EU,T,N,L,BURY,GREATER MANCHESTER
385000,2025-07-17 00:00,SK16 5DP,D,N,F,TAMESIDE,GREATER MANCHESTER
284000,2025-08-18 00:00,SK16 5DP,S,N,F,TAMESIDE,GREATER MANCHESTER
268000,2025-01-29 00:00,M35 0WG,S,N,L,OLDHAM,GREATER MANCHESTER
165000,2025-01-24 00:00,OL2 5AQ,T,N,L,OLDHAM,GREATER MANCHESTER
1260000,2025-02-03 00:00,M20 3LR,S,N,F,MANCHESTER,GREATER MANCHESTER
260000,2025-02-05 00:00,BL8 2EG,S,N,L,BURY,GREATER MANCHESTER
150000,2025-01-31 00:00,OL9 8NT,T,N,L,OLDHAM,GREATER MANCHESTER
285000,2025-02-14 00:00,M27 0ES,S,N,L,SALFORD,GREATER MANCHESTER
150000,2025-02-21 00:00,M8 0SS,T,N,F,MANCHESTER,GREATER MANCHESTER
400000,2025-02-07 00:00,M20 6UE,T,N,L,MANCHESTER,GREATER MANCHESTER
266000,2025-01-23 00:00,OL4 2PU,S,N,L,OLDHAM,GREATER MANCHESTER
435000,2025-01-17 00:00,M21 9QD,S,N,F,MANCHESTER,GREATER MANCHESTER
187500,2025-02-03 00:00,M40 3QL,T,N,F,MANCHESTER,GREATER MANCHESTER
245000,2025-01-27 00:00,M22 4FG,S,N,F,MANCHESTER,GREATER MANCHESTER
46250,2025-01-24 00:00,OL11 5AE,T,N,L,ROCHDALE,GREATER MANCHESTER
390000,2025-01-24 00:00,BL0 9RR,D,N,L,BURY,GREATER MANCHESTER
151000,2025-02-18 00:00,M34 5RD,S,N,F,TAMESIDE,GREATER MANCHESTER
231500,2025-08-21 00:00,SK5 6SD,S,N,F,STOCKPORT,GREATER MANCHESTER
282000,2025-02-18 00:00,M19 1JE,S,N,L,MANCHESTER,GREATER MANCHESTER
220000,2025-01-07 00:00,OL11 3TR,T,N,F,ROCHDALE,GREATER MANCHESTER
275000,2025-01-31 00:00,WN7 2NS,S,N,F,WIGAN,GREATER MANCHESTER
155000,2025-01-10 00:00,OL12 9BP,T,N,L,ROCHDALE,GREATER MANCHESTER
330000,2025-08-04 00:00,SK3 0NA,S,N,F,STOCKPORT,GREATER MANCHESTER
125000,2025-01-31 00:00,BL2 1NF,T,N,L,BOLTON,GREATER MANCHESTER
355000,2025-02-06 00:00,M21 0GZ,S,N,F,MANCHESTER,GREATER MANCHESTER
165000,2025-02-17 00:00,WN4 9UQ,T,N,F,WIGAN,GREATER MANCHESTER
215000,2025-02-07 00:00,M3 3GZ,F,N,L,MANCHESTER,GREATER MANCHESTER
228000,2025-02-07 00:00,SK1 4LZ,T,N,F,STOCKPORT,GREATER MANCHESTER
223000,2025-01-24 00:00,M3 4JA,F,N,L,MANCHESTER,GREATER MANCHESTER
107000,2025-01-13 00:00,M3 5AX,F,N,L,SALFORD,GREATER MANCHESTER
242000,2025-01-31 00:00,M3 4JE,F,N,L,MANCHESTER,GREATER MANCHESTER
145000,2025-02-21 00:00,M7 3HG,F,N,L,SALFORD,GREATER MANCHESTER
140000,2025-02-03 00:00,M4 7EP,F,N,L,MANCHESTER,GREATER MANCHESTER
580000,2025-02-07 00:00,WN4 9LX,D,N,F,WIGAN,GREATER MANCHESTER
150000,2025-01-17 00:00,M46 9LD,T,N,L,WIGAN,GREATER MANCHESTER
257000,2025-02-03 00:00,BL1 8UT,T,N,L,BOLTON,GREATER MANCHESTER
360000,2025-01-27 00:00,SK16 4SL,D,N,L,TAMESIDE,GREATER MANCHESTER
305000,2025-01-30 00:00,WA15 6JB,F,N,L,TRAFFORD,GREATER MANCHESTER
190000,2025-01-10 00:00,M27 0YE,F,N,L,SALFORD,GREATER MANCHESTER
285000,2025-01-27 00:00,M32 0JJ,S,N,L,TRAFFORD,GREATER MANCHESTER
76000,2025-02-10 00:00,OL4 5BX,T,N,L,OLDHAM,GREATER MANCHESTER
135000,2025-02-07 00:00,M15 5AY,F,N,L,MANCHESTER,GREATER MANCHESTER
102000,2025-02-05 00:00,M9 4PY,F,N,L,MANCHESTER,GREATER MANCHESTER
131352,2025-01-31 00:00,SK2 6HD,T,N,L,STOCKPORT,GREATER MANCHESTER
242500,2025-01-17 00:00,M4 7AL,F,N,L,MANCHESTER,GREATER MANCHESTER
79950,2025-01-27 00:00,M46 0EY,F,N,L,WIGAN,GREATER MANCHESTER
170000,2025-01-15 00:00,M24 5RP,T,N,F,ROCHDALE,GREATER MANCHESTER
178000,2025-01-24 00:00,WN5 9UT,T,N,F,WIGAN,GREATER MANCHESTER
265000,2025-01-31 00:00,M29 7HU,S,N,L,WIGAN,GREATER MANCHESTER
140000,2025-02-13 00:00,M14 4LB,F,N,L,MANCHESTER,GREATER MANCHESTER
227000,2025-02-14 00:00,M15 4GQ,F,N,L,MANCHESTER,GREATER MANCHESTER
315000,2025-01-16 00:00,M20 2UY,F,N,L,MANCHESTER,GREATER MANCHESTER
127000,2025-01-31 00:00,M11 4TF,F,N,L,MANCHESTER,GREATER MANCHESTER
265000,2025-02-20 00:00,M15 5LL,S,N,L,MANCHESTER,GREATER MANCHESTER
127000,2025-02-03 00:00,M26 4GW,F,N,L,BURY,GREATER MANCHESTER
260000,2025-01-15 00:00,OL3 7AQ,F,N,L,OLDHAM,GREATER MANCHESTER
145000,2025-01-30 00:00,OL5 9GD,F,N,L,TAMESIDE,GREATER MANCHESTER
200000,2025-03-28 00:00,SK2 5AX,S,N,F,STOCKPORT,GREATER MANCHESTER
200000,2025-02-11 00:00,M4 7EF,F,N,L,MANCHESTER,GREATER MANCHESTER
710000,2025-01-31 00:00,M30 9EW,D,N,F,SALFORD,GREATER MANCHESTER
216000,2025-01-06 00:00,M24 5PT,T,N,F,ROCHDALE,GREATER MANCHESTER
150000,2025-02-28 00:00,SK15 2LX,T,N,F,TAMESIDE,GREATER MANCHESTER
139000,2025-02-11 00:00,WN3 4PQ,T,N,L,WIGAN,GREATER MANCHESTER
242000,2025-01-22 00:00,M27 0FJ,F,N,L,SALFORD,GREATER MANCHESTER
