price,date,postcode,property_type,old_new,duration,district,county
210000,2025-06-27 00:00,M22 9RS,T,N,F,MANCHESTER,GREATER MANCHESTER
207500,2025-05-23 00:00,SK3 9LB,T,N,F,STOCKPORT,GREATER MANCHESTER
86000,2025-06-10 00:00,WN5 0RQ,T,N,F,WIGAN,GREATER MANCHESTER
3650000,2025-06-26 00:00,M7 1RE,S,N,F,SALFORD,GREATER MANCHESTER
130000,2025-07-01 00:00,OL16 4PQ,T,N,L,ROCHDALE,GREATER MANCHESTER
145000,2025-06-25 00:00,WN6 7RG,T,N,F,WIGAN,GREATER MANCHESTER
290000,2025-07-04 00:00,WA14 2ED,S,N,F,TRAFFORD,GREATER MANCHESTER
377500,2025-01-27 00:00,M50 1DU,O,N,F,SALFORD,GREATER MANCHESTER
425000,2025-06-17 00:00,OL2 6NS,O,N,L,OLDHAM,GREATER MANCHESTER
103000,2025-02-11 00:00,WN6 0XF,O,N,L,WIGAN,GREATER MANCHESTER
395000,2025-01-07 00:00,M16 9PQ,S,N,L,TRAFFORD,GREATER MANCHESTER
110000,2025-06-06 00:00,OL10 3SH,T,N,F,ROCHDALE,GREATER MANCHESTER
60000,2025-05-19 00:00,M13 0SF,O,N,F,MANCHESTER,GREATER MANCHESTER
475000,2025-01-30 00:00,M44 5JX,O,N,F,SALFORD,GREATER MANCHESTER
68000,2025-06-11 00:00,M24 2BN,F,N,L,ROCHDALE,GREATER MANCHESTER
178500,2025-02-28 00:00,SK3 9LP,T,N,F,STOCKPORT,GREATER MANCHESTER
550000,2025-07-16 00:00,M41 9BH,D,N,F,TRAFFORD,GREATER MANCHESTER
337000,2025-03-24 00:00,M14 4SY,T,N,F,MANCHESTER,GREATER MANCHESTER
112000,2025-03-25 00:00,OL10 3RX,T,N,F,ROCHDALE,GREATER MANCHESTER
171000,2025-06-26 00:00,M19 3GG,T,N,F,MANCHESTER,GREATER MANCHESTER
185000,2025-06-27 00:00,M24 4NU,S,N,F,ROCHDALE,GREATER MANCHESTER
316000,2025-06-27 00:00,M28 1UF,S,N,F,SALFORD,GREATER MANCHESTER
106000,2025-06-27 00:00,BL1 3NG,T,N,L,BOLTON,GREATER MANCHESTER
112000,2025-06-26 00:00,WN5 9SZ,S,N,F,WIGAN,GREATER MANCHESTER
160000,2025-06-30 00:00,M18 8TW,T,N,F,MANCHESTER,GREATER MANCHESTER
60000,2025-06-27 00:00,OL8 1LP,T,N,L,OLDHAM,GREATER MANCHESTER
115000,2025-06-24 00:00,M46 0AE,T,N,L,WIGAN,GREATER MANCHESTER
350000,2025-01-28 00:00,M41 7PA,O,N,F,TRAFFORD,GREATER MANCHESTER
315000,2025-06-20 00:00,OL16 3AZ,D,N,L,ROCHDALE,GREATER MANCHESTER
120000,2025-07-09 00:00,OL1 3RH,T,N,L,OLDHAM,GREATER MANCHESTER
60000,2025-03-14 00:00,OL1 3DP,O,N,L,OLDHAM,GREATER MANCHESTER
160000,2025-06-20 00:00,OL10 4AT,T,N,F,ROCHDALE,GREATER MANCHESTER
160000,2025-05-28 00:00,M27 6DP,T,N,L,SALFORD,GREATER MANCHESTER
57000,2025-07-18 00:00,M9 8DR,F,N,L,MANCHESTER,GREATER MANCHESTER
237500,2025-06-20 00:00,M33 6LA,T,N,F,TRAFFORD,GREATER MANCHESTER
125000,2025-06-27 00:00,M8 8NT,F,N,L,MANCHESTER,GREATER MANCHESTER
1080000,2025-02-07 00:00,M41 7AA,O,N,F,TRAFFORD,GREATER MANCHESTER
185000,2025-06-20 00:00,BL3 4UW,T,N,L,BOLTON,GREATER MANCHESTER
261000,2025-06-26 00:00,WN6 0XR,D,N,F,WIGAN,GREATER MANCHESTER
192500,2025-02-14 00:00,M20 6TZ,F,N,L,MANCHESTER,GREATER MANCHESTER
139600,2025-06-19 00:00,M46 0LW,T,N,L,WIGAN,GREATER MANCHESTER
117000,2025-01-27 00:00,OL8 2JA,O,N,L,OLDHAM,GREATER MANCHESTER
111000,2025-05-21 00:00,WN5 9EH,O,N,L,WIGAN,GREATER MANCHESTER
100000,2025-06-23 00:00,WN7 1BJ,T,N,L,WIGAN,GREATER MANCHESTER
280000,2025-07-11 00:00,M45 8SF,S,N,L,BURY,GREATER MANCHESTER
110000,2025-06-20 00:00,BL9 9EL,T,N,F,BURY,GREATER MANCHESTER
125000,2025-06-13 00:00,WN7 2DX,T,N,L,WIGAN,GREATER MANCHESTER
185000,2025-06-13 00:00,M41 8RJ,T,N,F,TRAFFORD,GREATER MANCHESTER
265000,2025-07-04 00:00,SK8 3NB,T,N,F,STOCKPORT,GREATER MANCHESTER
240000,2025-07-25 00:00,M20 4RS,T,N,F,MANCHESTER,GREATER MANCHESTER
125000,2025-05-09 00:00,OL16 1FF,S,N,F,ROCHDALE,GREATER MANCHESTER
590000,2025-06-30 00:00,BL7 9HF,O,N,F,BOLTON,GREATER MANCHESTER
125000,2025-07-02 00:00,BL1 3AY,T,N,L,BOLTON,GREATER MANCHESTER
286000,2025-07-15 00:00,M7 2FH,T,N,F,SALFORD,GREATER MANCHESTER
134250,2025-05-29 00:00,OL8 3DD,T,N,L,OLDHAM,GREATER MANCHESTER
137500,2025-06-18 00:00,OL4 5AD,T,N,F,OLDHAM,GREATER MANCHESTER
160000,2025-07-10 00:00,SK3 8UN,T,N,L,STOCKPORT,GREATER MANCHESTER
240000,2025-07-04 00:00,BL5 3HU,S,N,L,BOLTON,GREATER MANCHESTER
350000,2025-06-23 00:00,SK6 4BZ,O,N,F,STOCKPORT,GREATER MANCHESTER
222500,2025-02-03 00:00,M30 9PN,O,N,F,SALFORD,GREATER MANCHESTER
140000,2025-06-06 00:00,BL3 3SZ,S,N,L,BOLTON,GREATER MANCHESTER
189000,2025-06-27 00:00,BL5 2QD,T,N,L,BOLTON,GREATER MANCHESTER
387500,2025-06-27 00:00,SK7 3EX,S,N,F,STOCKPORT,GREATER MANCHESTER
280000,2025-07-17 00:00,M32 9RW,O,N,F,TRAFFORD,GREATER MANCHESTER
270000,2025-03-14 00:00,M32 9RW,O,N,F,TRAFFORD,GREATER MANCHESTER
130000,2025-06-24 00:00,BL1 8LT,T,N,L,BOLTON,GREATER MANCHESTER
150000,2025-07-23 00:00,OL9 7HA,T,N,L,OLDHAM,GREATER MANCHESTER
90000,2025-06-27 00:00,BL4 7LJ,T,N,L,BOLTON,GREATER MANCHESTER
104000,2025-07-01 00:00,OL11 3LP,T,N,F,ROCHDALE,GREATER MANCHESTER
82000,2025-07-02 00:00,OL7 9ND,T,N,F,TAMESIDE,GREATER MANCHESTER
92000,2025-06-12 00:00,WN2 4QD,T,N,L,WIGAN,GREATER MANCHESTER
294000,2025-07-10 00:00,OL1 3EX,D,N,L,OLDHAM,GREATER MANCHESTER
190000,2025-06-24 00:00,M14 7NT,S,N,F,MANCHESTER,GREATER MANCHESTER
131000,2025-06-13 00:00,WN7 5QZ,T,N,F,WIGAN,GREATER MANCHESTER
135000,2025-01-24 00:00,OL2 8EU,T,N,L,OLDHAM,GREATER MANCHESTER
391995,2025-06-27 00:00,WN2 4RT,S,N,F,WIGAN,GREATER MANCHESTER
170000,2025-07-18 00:00,BL8 1DW,S,N,F,BURY,GREATER MANCHESTER
249000,2025-06-27 00:00,BL8 1UQ,S,N,F,BURY,GREATER MANCHESTER
137000,2025-06-06 00:00,OL16 2ES,T,N,L,ROCHDALE,GREATER MANCHESTER
138000,2025-02-14 00:00,M18 7JP,T,N,F,MANCHESTER,GREATER MANCHESTER
251658,2025-01-24 00:00,BL1 7HG,S,N,F,BOLTON,GREATER MANCHESTER
108000,2025-06-11 00:00,M30 7AE,T,N,F,SALFORD,GREATER MANCHESTER
230000,2025-01-31 00:00,M50 2XH,O,N,L,SALFORD,GREATER MANCHESTER
110000,2025-06-11 00:00,OL8 3BQ,T,N,L,OLDHAM,GREATER MANCHESTER
151750,2025-06-30 00:00,M27 6FW,T,N,L,SALFORD,GREATER MANCHESTER
180000,2025-07-18 00:00,BL3 4TB,S,N,L,BOLTON,GREATER MANCHESTER
180000,2025-02-28 00:00,M28 1NF,O,N,L,SALFORD,GREATER MANCHESTER
120000,2025-05-19 00:00,M26 4DQ,T,N,F,BURY,GREATER MANCHESTER
175000,2025-06-27 00:00,M7 4YW,S,N,L,MANCHESTER,GREATER MANCHESTER
199500,2025-02-13 00:00,BL3 3TQ,S,N,L,BOLTON,GREATER MANCHESTER
230000,2025-06-11 00:00,SK6 6DJ,S,N,F,STOCKPORT,GREATER MANCHESTER
91000,2025-02-05 00:00,WN2 2HP,T,N,L,WIGAN,GREATER MANCHESTER
300000,2025-06-27 00:00,BL6 5GZ,D,N,L,BOLTON,GREATER MANCHESTER
220000,2025-06-25 00:00,M7 4TA,S,N,L,SALFORD,GREATER MANCHESTER
301041,2025-06-25 00:00,BL6 5GZ,S,N,L,BOLTON,GREATER MANCHESTER
160000,2025-02-28 00:00,OL4 4QW,O,N,L,OLDHAM,GREATER MANCHESTER
157000,2025-07-24 00:00,M14 5LY,F,N,L,MANCHESTER,GREATER MANCHESTER
131000,2025-06-11 00:00,M34 6JH,T,N,F,TAMESIDE,GREATER MANCHESTER
62500,2025-01-06 00:00,M29 8EX,S,N,L,WIGAN,GREATER MANCHESTER
160506,2025-06-12 00:00,SK6 7AX,D,N,F,STOCKPORT,GREATER MANCHESTER
327000,2025-05-21 00:00,SK1 4AX,S,N,F,STOCKPORT,GREATER MANCHESTER
635000,2025-06-27 00:00,M27 0DB,O,N,L,SALFORD,GREATER MANCHESTER
190000,2025-07-02 00:00,M21 7BD,F,N,L,MANCHESTER,GREATER MANCHESTER
118000,2025-04-07 00:00,SK5 8LT,T,N,F,STOCKPORT,GREATER MANCHESTER
62500,2025-03-20 00:00,WN4 0DL,S,N,L,WIGAN,GREATER MANCHESTER
350000,2025-07-02 00:00,SK3 8PL,D,N,F,STOCKPORT,GREATER MANCHESTER
76000,2025-06-23 00:00,WN4 8TZ,F,N,L,WIGAN,GREATER MANCHESTER
51000,2025-06-09 00:00,OL12 0HX,T,N,L,ROCHDALE,GREATER MANCHESTER
345000,2025-04-30 00:00,BL6 5GW,D,N,L,BOLTON,GREATER MANCHESTER
140000,2025-07-01 00:00,OL1 2UA,D,N,L,OLDHAM,GREATER MANCHESTER
170000,2025-06-20 00:00,M3 6EU,F,N,L,SALFORD,GREATER MANCHESTER
160000,2025-06-30 00:00,M13 0AU,T,N,F,MANCHESTER,GREATER MANCHESTER
112500,2025-06-13 00:00,OL16 4JJ,T,N,F,ROCHDALE,GREATER MANCHESTER
155000,2025-03-14 00:00,M24 4HG,D,N,F,ROCHDALE,GREATER MANCHESTER
130000,2025-07-04 00:00,M1 7DU,F,N,L,MANCHESTER,GREATER MANCHESTER
97000,2025-02-27 00:00,BL3 1SB,T,N,L,BOLTON,GREATER MANCHESTER
140000,2025-07-11 00:00,BL0 0BG,T,N,F,BURY,GREATER MANCHESTER
135000,2025-06-13 00:00,WN7 2AZ,T,N,L,WIGAN,GREATER MANCHESTER
135000,2025-01-31 00:00,BL6 6RH,F,N,L,BOLTON,GREATER MANCHESTER
72000,2025-07-02 00:00,M23 1HR,F,N,L,MANCHESTER,GREATER MANCHESTER
199000,2025-07-10 00:00,M28 7FH,S,N,F,SALFORD,GREATER MANCHESTER
4657250,2025-04-17 00:00,M32 9QJ,O,N,F,TRAFFORD,GREATER MANCHESTER
170000,2025-06-27 00:00,BL5 3BL,T,N,F,BOLTON,GREATER MANCHESTER
150000,2025-06-20 00:00,M34 5WA,T,N,F,TAMESIDE,GREATER MANCHESTER
465000,2025-03-04 00:00,SK3 0TT,S,N,F,STOCKPORT,GREATER MANCHESTER
390000,2025-05-19 00:00,SK4 5JT,S,N,L,STOCKPORT,GREATER MANCHESTER
475000,2025-03-31 00:00,SK7 5LZ,T,N,F,STOCKPORT,GREATER MANCHESTER
250000,2025-04-11 00:00,SK4 4PZ,F,N,L,STOCKPORT,GREATER MANCHESTER
254000,2025-03-07 00:00,SK3 0SW,T,N,L,STOCKPORT,GREATER MANCHESTER
300000,2025-04-24 00:00,SK4 3DG,T,N,F,STOCKPORT,GREATER MANCHESTER
225000,2025-04-23 00:00,SK5 6EX,S,N,L,STOCKPORT,GREATER MANCHESTER
190000,2025-05-09 00:00,SK4 5NZ,T,N,L,STOCKPORT,GREATER MANCHESTER
323000,2025-04-10 00:00,SK8 7QJ,S,N,F,STOCKPORT,GREATER MANCHESTER
335000,2025-04-17 00:00,WA14 2TZ,F,N,L,TRAFFORD,GREATER MANCHESTER
358000,2025-04-25 00:00,SK4 5AB,S,N,L,STOCKPORT,GREATER MANCHESTER
431000,2025-03-27 00:00,SK8 7QG,S,N,F,STOCKPORT,GREATER MANCHESTER
262100,2025-05-22 00:00,SK3 9EY,T,N,F,STOCKPORT,GREATER MANCHESTER
525000,2025-05-12 00:00,BL3 4PA,D,N,L,BOLTON,GREATER MANCHESTER
153000,2025-05-20 00:00,M35 9BP,T,N,L,OLDHAM,GREATER MANCHESTER
264000,2025-07-14 00:00,M19 3BT,T,N,F,MANCHESTER,GREATER MANCHESTER
500000,2025-06-17 00:00,M20 4PB,S,N,F,MANCHESTER,GREATER MANCHESTER
130000,2025-07-11 00:00,OL12 0EN,T,N,L,ROCHDALE,GREATER MANCHESTER
250000,2025-07-17 00:00,M25 1LT,T,N,F,BURY,GREATER MANCHESTER
180000,2025-07-04 00:00,M24 2JJ,S,N,F,ROCHDALE,GREATER MANCHESTER
162000,2025-06-26 00:00,BL9 9BW,T,N,L,BURY,GREATER MANCHESTER
192000,2025-06-30 00:00,M11 1DE,T,N,F,MANCHESTER,GREATER MANCHESTER
307000,2025-06-20 00:00,M25 2GG,S,N,F,BURY,GREATER MANCHESTER
295000,2025-07-03 00:00,M7 4AL,T,N,F,SALFORD,GREATER MANCHESTER
300000,2025-01-17 00:00,M18 7EN,T,N,F,MANCHESTER,GREATER MANCHESTER
255000,2025-02-11 00:00,M18 7LU,T,N,F,MANCHESTER,GREATER MANCHESTER
207000,2025-06-12 00:00,M14 7QF,T,N,F,MANCHESTER,GREATER MANCHESTER
280000,2025-07-07 00:00,OL9 0QY,S,N,F,OLDHAM,GREATER MANCHESTER
170000,2025-04-17 00:00,OL6 9RP,S,N,F,TAMESIDE,GREATER MANCHESTER
195000,2025-06-24 00:00,M40 0AP,S,N,F,MANCHESTER,GREATER MANCHESTER
307500,2025-07-04 00:00,M32 0GB,S,N,L,TRAFFORD,GREATER MANCHESTER
315000,2025-03-28 00:00,SK7 2DL,F,N,L,STOCKPORT,GREATER MANCHESTER
495000,2025-05-21 00:00,BL1 5FR,D,N,F,BOLTON,GREATER MANCHESTER
265000,2025-07-15 00:00,M34 7PW,S,N,F,TAMESIDE,GREATER MANCHESTER
575000,2025-06-20 00:00,OL11 5WB,D,N,F,ROCHDALE,GREATER MANCHESTER
400000,2025-07-25 00:00,M6 8AL,S,N,F,SALFORD,GREATER MANCHESTER
204000,2025-06-20 00:00,M46 9BF,S,N,F,WIGAN,GREATER MANCHESTER
312000,2025-05-30 00:00,SK8 2DA,S,N,F,STOCKPORT,GREATER MANCHESTER
270000,2025-07-04 00:00,SK14 5AN,S,N,F,TAMESIDE,GREATER MANCHESTER
140000,2025-06-30 00:00,WN5 9JH,T,N,L,WIGAN,GREATER MANCHESTER
404000,2025-06-30 00:00,WA14 3DF,S,N,F,TRAFFORD,GREATER MANCHESTER
160000,2025-05-12 00:00,WN3 4JQ,S,N,L,WIGAN,GREATER MANCHESTER
267000,2025-05-16 00:00,WA15 8BQ,F,N,L,TRAFFORD,GREATER MANCHESTER
318000,2025-07-04 00:00,BL9 8PD,S,N,F,BURY,GREATER MANCHESTER
388000,2025-06-30 00:00,BL7 9YF,D,N,F,BOLTON,GREATER MANCHESTER
260000,2025-01-24 00:00,M44 6TE,S,N,F,SALFORD,GREATER MANCHESTER
690000,2025-06-30 00:00,SK7 2NS,D,N,F,STOCKPORT,GREATER MANCHESTER
154000,2025-05-22 00:00,WA3 1EJ,T,N,L,WIGAN,GREATER MANCHESTER
222500,2025-07-11 00:00,SK6 2NP,T,N,F,STOCKPORT,GREATER MANCHESTER
320000,2025-06-27 00:00,SK6 3DN,S,N,F,STOCKPORT,GREATER MANCHESTER
141350,2025-05-27 00:00,BL2 5ES,T,N,F,BOLTON,GREATER MANCHESTER
167000,2025-06-19 00:00,OL11 4QB,S,N,F,ROCHDALE,GREATER MANCHESTER
165000,2025-06-27 00:00,OL7 9AD,T,N,F,TAMESIDE,GREATER MANCHESTER
700000,2025-06-20 00:00,SK4 4AW,D,N,L,STOCKPORT,GREATER MANCHESTER
256000,2025-06-27 00:00,M43 6PP,S,N,F,TAMESIDE,GREATER MANCHESTER
175000,2025-06-25 00:00,M1 3GB,F,N,L,MANCHESTER,GREATER MANCHESTER
540000,2025-06-27 00:00,M29 7TX,D,N,F,WIGAN,GREATER MANCHESTER
800000,2025-02-13 00:00,M25 9PE,S,N,F,BURY,GREATER MANCHESTER
160000,2025-06-24 00:00,BL9 7LU,T,N,L,BURY,GREATER MANCHESTER
165000,2025-07-18 00:00,M29 8HN,T,N,L,WIGAN,GREATER MANCHESTER
223500,2025-03-28 00:00,WN6 0JT,S,N,F,WIGAN,GREATER MANCHESTER
160000,2025-01-31 00:00,WN4 9QJ,T,N,F,WIGAN,GREATER MANCHESTER
110000,2025-02-04 00:00,SK6 3AQ,F,N,L,STOCKPORT,GREATER MANCHESTER
205000,2025-06-20 00:00,M34 3QD,S,N,L,TAMESIDE,GREATER MANCHESTER
285000,2025-02-17 00:00,OL8 4DN,S,N,L,OLDHAM,GREATER MANCHESTER
118000,2025-03-31 00:00,OL4 2DR,T,N,F,OLDHAM,GREATER MANCHESTER
240000,2025-05-23 00:00,OL10 4SP,S,N,F,ROCHDALE,GREATER MANCHESTER
250000,2025-05-30 00:00,BL1 6HU,S,N,L,BOLTON,GREATER MANCHESTER
250000,2025-01-09 00:00,M32 9GD,T,N,F,TRAFFORD,GREATER MANCHESTER
308500,2025-06-19 00:00,M25 9UB,S,N,F,BURY,GREATER MANCHESTER
192000,2025-01-31 00:00,BL9 6PD,S,N,L,BURY,GREATER MANCHESTER
283000,2025-06-10 00:00,M27 0EL,S,N,F,SALFORD,GREATER MANCHESTER
230000,2025-07-18 00:00,OL9 0RA,T,N,F,OLDHAM,GREATER MANCHESTER
372500,2025-02-13 00:00,BL8 2JU,D,N,L,BURY,GREATER MANCHESTER
145000,2025-06-13 00:00,BL6 4EF,T,N,L,BOLTON,GREATER MANCHESTER
650000,2025-07-03 00:00,M16 8EL,D,N,F,MANCHESTER,GREATER MANCHESTER
225000,2025-07-18 00:00,M43 6WP,S,N,F,TAMESIDE,GREATER MANCHESTER
235000,2025-07-04 00:00,OL12 6DT,S,N,F,ROCHDALE,GREATER MANCHESTER
330813,2025-07-07 00:00,M41 5SJ,T,N,F,TRAFFORD,GREATER MANCHESTER
160000,2025-07-04 00:00,OL9 8HU,T,N,F,OLDHAM,GREATER MANCHESTER
310000,2025-07-23 00:00,M19 3NR,T,N,F,MANCHESTER,GREATER MANCHESTER
249950,2025-07-04 00:00,OL10 4SW,S,N,F,ROCHDALE,GREATER MANCHESTER
260000,2025-06-24 00:00,M8 4QF,S,N,L,MANCHESTER,GREATER MANCHESTER
257500,2025-07-11 00:00,M34 7GT,S,N,F,TAMESIDE,GREATER MANCHESTER
200000,2025-07-14 00:00,M14 7JR,T,N,F,MANCHESTER,GREATER MANCHESTER
871500,2025-02-07 00:00,WA15 8DN,S,N,F,TRAFFORD,GREATER MANCHESTER
155000,2025-06-27 00:00,WN4 9RZ,T,N,L,WIGAN,GREATER MANCHESTER
165000,2025-07-11 00:00,WN6 7LL,T,N,L,WIGAN,GREATER MANCHESTER
145000,2025-07-11 00:00,WN7 4QE,T,N,L,WIGAN,GREATER MANCHESTER
399950,2025-02-25 00:00,M43 7YR,D,N,F,TAMESIDE,GREATER MANCHESTER
350000,2025-06-25 00:00,OL4 2SJ,D,N,L,OLDHAM,GREATER MANCHESTER
335000,2025-07-14 00:00,OL12 7LY,D,N,F,ROCHDALE,GREATER MANCHESTER
370000,2025-07-01 00:00,SK7 2DF,F,N,L,STOCKPORT,GREATER MANCHESTER
270000,2025-01-24 00:00,WN7 3UH,S,N,L,WIGAN,GREATER MANCHESTER
275000,2025-02-28 00:00,SK2 7NF,T,N,F,STOCKPORT,GREATER MANCHESTER
420000,2025-06-25 00:00,OL11 4RG,D,N,F,ROCHDALE,GREATER MANCHESTER
250000,2025-06-20 00:00,M20 4GJ,F,N,L,MANCHESTER,GREATER MANCHESTER
270000,2025-07-14 00:00,SK8 2LH,S,N,F,STOCKPORT,GREATER MANCHESTER
372500,2025-06-26 00:00,SK8 1EX,T,N,F,STOCKPORT,GREATER MANCHESTER
260000,2025-07-03 00:00,BL1 5PH,S,N,L,BOLTON,GREATER MANCHESTER
238000,2025-06-09 00:00,OL4 4LH,S,N,F,OLDHAM,GREATER MANCHESTER
410000,2025-06-26 00:00,M46 9WA,D,N,L,WIGAN,GREATER MANCHESTER
207000,2025-07-04 00:00,M27 6FS,T,N,F,SALFORD,GREATER MANCHESTER
600000,2025-02-28 00:00,M30 9AG,S,N,F,SALFORD,GREATER MANCHESTER
205000,2025-06-27 00:00,BL2 6JL,T,N,F,BOLTON,GREATER MANCHESTER
167000,2025-03-20 00:00,WN7 2YL,S,N,F,WIGAN,GREATER MANCHESTER
425000,2025-03-07 00:00,BL8 3DF,D,N,L,BURY,GREATER MANCHESTER
325000,2025-06-26 00:00,SK7 4QA,D,N,F,STOCKPORT,GREATER MANCHESTER
465000,2025-06-20 00:00,SK6 6AL,D,N,F,STOCKPORT,GREATER MANCHESTER
610000,2025-02-27 00:00,M33 4HR,S,N,F,TRAFFORD,GREATER MANCHESTER
432500,2025-06-10 00:00,WA14 5NY,S,N,F,TRAFFORD,GREATER MANCHESTER
240000,2025-07-04 00:00,M22 4UG,T,N,L,MANCHESTER,GREATER MANCHESTER
145000,2025-06-20 00:00,SK7 4RY,F,N,L,STOCKPORT,GREATER MANCHESTER
185000,2025-06-30 00:00,WN2 4PB,S,N,F,WIGAN,GREATER MANCHESTER
580000,2025-07-17 00:00,BL1 5FJ,D,N,F,BOLTON,GREATER MANCHESTER
270000,2025-05-23 00:00,M21 7LR,S,N,F,MANCHESTER,GREATER MANCHESTER
586500,2025-07-04 00:00,M6 8FZ,D,N,F,SALFORD,GREATER MANCHESTER
280000,2025-06-24 00:00,SK6 5EY,F,N,L,STOCKPORT,GREATER MANCHESTER
470000,2025-06-30 00:00,BL3 4UE,D,N,L,BOLTON,GREATER MANCHESTER
132500,2025-07-15 00:00,OL11 3EA,T,N,L,ROCHDALE,GREATER MANCHESTER
165111,2025-03-14 00:00,BL1 4PW,T,N,L,BOLTON,GREATER MANCHESTER
240000,2025-02-21 00:00,WN3 6EY,T,N,F,WIGAN,GREATER MANCHESTER
305000,2025-06-27 00:00,M21 7QG,T,N,F,MANCHESTER,GREATER MANCHESTER
195000,2025-02-21 00:00,BL2 5RT,T,N,F,BURY,GREATER MANCHESTER
199000,2025-06-27 00:00,OL7 9QT,S,N,F,TAMESIDE,GREATER MANCHESTER
625000,2025-06-09 00:00,M20 2LH,T,N,F,MANCHESTER,GREATER MANCHESTER
85000,2025-07-07 00:00,BL1 3QB,T,N,L,BOLTON,GREATER MANCHESTER
310000,2025-01-31 00:00,M32 9RS,S,N,L,TRAFFORD,GREATER MANCHESTER
237000,2025-06-23 00:00,M30 8NN,S,N,F,SALFORD,GREATER MANCHESTER
135000,2025-07-16 00:00,M24 5LD,T,N,L,ROCHDALE,GREATER MANCHESTER
235000,2025-05-16 00:00,BL1 6ND,S,N,L,BOLTON,GREATER MANCHESTER
107000,2025-07-08 00:00,M40 9JY,T,N,F,MANCHESTER,GREATER MANCHESTER
207500,2025-03-28 00:00,WN3 6HS,S,N,F,WIGAN,GREATER MANCHESTER
385000,2025-07-21 00:00,M43 7LP,D,N,F,TAMESIDE,GREATER MANCHESTER
185000,2025-01-31 00:00,M43 6JB,S,N,L,TAMESIDE,GREATER MANCHESTER
250000,2025-01-27 00:00,BL2 6UE,D,N,L,BOLTON,GREATER MANCHESTER
470000,2025-06-27 00:00,M21 9QJ,T,N,F,MANCHESTER,GREATER MANCHESTER
240000,2025-06-27 00:00,M27 4TY,T,N,F,SALFORD,GREATER MANCHESTER
380000,2025-06-27 00:00,M35 0GN,S,N,F,OLDHAM,GREATER MANCHESTER
293500,2025-06-20 00:00,M6 7PH,S,N,F,SALFORD,GREATER MANCHESTER
535000,2025-06-20 00:00,M33 5FN,S,N,F,TRAFFORD,GREATER MANCHESTER
235000,2025-06-20 00:00,M27 5NA,S,N,F,SALFORD,GREATER MANCHESTER
480000,2025-05-21 00:00,BL8 3LU,D,N,L,BURY,GREATER MANCHESTER
430000,2025-05-02 00:00,WA14 5LE,S,N,F,TRAFFORD,GREATER MANCHESTER
248000,2025-06-16 00:00,SK7 4LN,T,N,F,STOCKPORT,GREATER MANCHESTER
236000,2025-06-27 00:00,OL2 7NL,S,N,F,OLDHAM,GREATER MANCHESTER
450000,2025-07-21 00:00,M30 9GG,S,N,F,SALFORD,GREATER MANCHESTER
210000,2025-01-10 00:00,BL5 3JB,S,N,F,BOLTON,GREATER MANCHESTER
825000,2025-02-28 00:00,WA15 9HQ,T,N,F,TRAFFORD,GREATER MANCHESTER
450000,2025-06-09 00:00,SK8 3NY,S,N,F,STOCKPORT,GREATER MANCHESTER
125000,2025-07-16 00:00,OL16 3RT,T,N,L,ROCHDALE,GREATER MANCHESTER
260000,2025-07-04 00:00,OL6 9NF,S,N,L,TAMESIDE,GREATER MANCHESTER
200000,2025-05-30 00:00,M33 7AT,T,N,F,TRAFFORD,GREATER MANCHESTER
280000,2025-06-30 00:00,SK6 1BJ,S,N,F,STOCKPORT,GREATER MANCHESTER
231500,2025-07-04 00:00,WN3 6LL,S,N,F,WIGAN,GREATER MANCHESTER
211000,2025-07-10 00:00,M14 7JS,T,N,F,MANCHESTER,GREATER MANCHESTER
220000,2025-06-30 00:00,BL5 3PJ,S,N,F,BOLTON,GREATER MANCHESTER
265000,2025-06-27 00:00,M30 9PB,T,N,F,SALFORD,GREATER MANCHESTER
775000,2025-01-24 00:00,OL3 7DP,D,N,F,OLDHAM,GREATER MANCHESTER
285000,2025-02-06 00:00,OL3 7AN,S,N,F,OLDHAM,GREATER MANCHESTER
225000,2025-07-14 00:00,SK4 4LA,F,N,L,STOCKPORT,GREATER MANCHESTER
185000,2025-02-14 00:00,M18 8LZ,T,N,F,MANCHESTER,GREATER MANCHESTER
170000,2025-07-25 00:00,OL8 2XD,S,N,L,OLDHAM,GREATER MANCHESTER
500000,2025-07-16 00:00,M33 2LZ,D,N,F,TRAFFORD,GREATER MANCHESTER
157000,2025-07-04 00:00,OL10 4RB,T,N,F,ROCHDALE,GREATER MANCHESTER
110500,2025-07-04 00:00,M30 7BA,F,N,L,SALFORD,GREATER MANCHESTER
230000,2025-06-20 00:00,SK4 1JR,D,N,F,STOCKPORT,GREATER MANCHESTER
255000,2025-07-28 00:00,BL1 5RS,S,N,L,BOLTON,GREATER MANCHESTER
310000,2025-07-04 00:00,M23 0GD,S,N,F,MANCHESTER,GREATER MANCHESTER
690000,2025-07-04 00:00,M41 5HA,D,N,F,TRAFFORD,GREATER MANCHESTER
195000,2025-06-16 00:00,M14 7BA,F,N,L,MANCHESTER,GREATER MANCHESTER
180000,2025-06-20 00:00,M28 1AH,T,N,L,WIGAN,GREATER MANCHESTER
500000,2025-01-30 00:00,M33 4ND,D,N,F,TRAFFORD,GREATER MANCHESTER
268000,2025-03-21 00:00,M45 6TJ,S,N,F,BURY,GREATER MANCHESTER
358000,2025-03-31 00:00,M40 3WP,S,N,L,MANCHESTER,GREATER MANCHESTER
